,Price,Address,Prop_type,Size,Bath,Bed
174, 215 000 € ," Lisboa -   Loures, Santo António dos Cavaleiros e Frielas  ",Condo/Apartment,  88 m2 ,  2 ,  4 
175, 239 000 € ," Lisboa -   Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães  ",Condo/Apartment,  150 m2 ,  2 ,  2 
176, 187 500 € ," Lisboa -   Cascais, Cascais e Estoril  ",Condo/Apartment,  46 m2 ,  1 ,  1 
177, 127 500 € ," Lisboa -   Loures, Sacavém e Prior Velho  ",Condo/Apartment,  56 m2 ,  1 ,  1 
178, 245 000 € ," Lisboa -   Sintra, Queluz e Belas  ",Condo/Apartment,  141 m2 ,  2 ,  4 
179, 120 000 € ," Lisboa -   Amadora, Águas Livres  ",Condo/Apartment,  40 m2 ,  1 ,  1 
180, 120 000 € ," Lisboa -   Amadora, Águas Livres  ",Condo/Apartment,  40 m2 ,  1 ,  1 
181, 173 500 € ," Lisboa -   Sintra, Massamá e Monte Abraão  ",Condo/Apartment,  73 m2 ,  1 ,  3 
182, 145 000 € ," Lisboa -   Amadora, Falagueira - Venda Nova  ",Condo/Apartment,  43 m2 ,  1 ,  1 
183, 149 900 € ," Lisboa -   Sintra, Queluz e Belas  ",Condo/Apartment,  90 m2 ,  1 ,  3 
184, 215 000 € ," Lisboa -   Lisboa, São Domingos de Benfica  ",Condo/Apartment,  46 m2 ,  1 ,  1 
185, 85 000 € ," Lisboa -   Azambuja, Azambuja  ",Condo/Apartment,  70 m2 ,  1 ,  2 
186, 85 000 € ," Lisboa -   Azambuja, Azambuja  ",Condo/Apartment,  70 m2 ,  1 ,  2 
187, 85 000 € ," Lisboa -   Azambuja, Azambuja  ",Condo/Apartment,  70 m2 ,  1 ,  2 
188, 177 000 € ," Lisboa -   Arruda dos Vinhos, Arranhó  ",Condo/Apartment,  143 m2 ,  1 ,  2 
189, 230 000 € ," Lisboa -   Lisboa, Misericórdia  ",Condo/Apartment,  34 m2 ,  1 ,  1 
190, 170 000 € ," Lisboa -   Lisboa, Arroios  ",Condo/Apartment,  29 m2 ,  1 ,  1 
191, 249 000 € ," Lisboa -   Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães  ",Condo/Apartment,  109 m2 ,  2 ,  3 
192, 126 000 € ," Lisboa -   Alenquer, Carregado e Cadafais  ",Condo/Apartment,  78 m2 ,  1 ,  2 
193, 227 000 € ," Lisboa -   Lisboa, Arroios  ",Condo/Apartment,  60 m2 ,  1 ,  2 
194, 195 000 € ," Lisboa -   Odivelas, Odivelas  ",Condo/Apartment,  64 m2 ,  1 ,  2 
195, 175 000 € ," Lisboa -   Lisboa, Arroios  ",Condo/Apartment,  44 m2 ,  1 ,  1 
